,close,high,low,open,ticker,vol
2005-07-01,3.1975103383,3.2269740138,3.156822405,3.1708527269,REE,4553604
2005-07-04,3.156822405,3.1989133697,3.156822405,3.1989133697,REE,1239256
2005-07-05,3.1399860187,3.1638375662000002,3.1217466007,3.1638375662000002,REE,2197348
2005-07-06,3.1133284072000005,3.1638375662000002,3.1077162787,3.1385829865,REE,1993396
2005-07-07,3.0866707960000004,3.1147314394,3.0235343475,3.10210415,REE,5092512
2005-07-08,3.1371799545,3.1385829865,3.0964920211,3.1063132462,REE,2065816
2005-07-11,3.1540163399,3.1666436303,3.1371799545,3.1371799545,REE,1098624
2005-07-12,3.1470011795999997,3.1666436303,3.1371799545,3.1666436303,REE,1893084
2005-07-13,3.1343738902999996,3.1455981479000004,3.1175375041000004,3.1357769225,REE,2446768
2005-07-14,3.1063132462,3.1287617610000003,3.0726404744,3.1287617610000003,REE,3671824
2005-07-15,3.0936859567000004,3.1203435677999996,3.0796556344,3.0894768604,REE,2135056
2005-07-18,3.1259556973000002,3.1287617610000003,3.0992980854,3.1091193107,REE,1558456
2005-07-19,3.1203435677999996,3.1470011795999997,3.1077162787,3.1175375041000004,REE,1252608
2005-07-20,3.110522343,3.1343738902999996,3.0936859567000004,3.1091193107,REE,1591844
2005-07-21,3.1259556973000002,3.1315678260000004,3.1091193107,3.1091193107,REE,2145520
2005-07-22,3.1441951151,3.1441951151,3.1077162787,3.1133284072000005,REE,1332936
2005-07-25,3.1259556973000002,3.1540163399,3.1203435677999996,3.1245526646,REE,1603360
2005-07-26,3.1624345332,3.180673952,3.1217466007,3.1217466007,REE,1745004
2005-07-27,3.1610315014999997,3.1764648553,3.1371799545,3.1484042118,REE,687880
2005-07-28,3.1357769225,3.1680466626,3.1147314394,3.1680466626,REE,1001188
2005-07-29,3.1147314394,3.1554193723000004,3.10210415,3.1427920827999998,REE,2847700
2005-08-01,3.1217466007,3.1315678260000004,3.0936859567000004,3.1245526646,REE,2556116
2005-08-02,3.1301647936,3.1301647936,3.0936859567000004,3.1077162787,REE,1502680
2005-08-03,3.1147314394,3.1259556973000002,3.1049102144,3.1147314394,REE,1532452
2005-08-04,3.1231496324,3.1413890512,3.1049102144,3.1077162787,REE,1978256
2005-08-05,3.1217466007,3.1329708581999998,3.10210415,3.1259556973000002,REE,1315532
2005-08-08,3.1413890512,3.1455981479000004,3.1035071824,3.1077162787,REE,1127848
2005-08-09,3.1217466007,3.1526133082,3.10210415,3.1413890512,REE,1331772
2005-08-10,3.1441951151,3.1526133082,3.1161344713999997,3.1217466007,REE,1849056
2005-08-11,3.1189405362000002,3.1385829865,3.1189405362000002,3.1259556973000002,REE,1654884
2005-08-12,3.0964920211,3.1189405362000002,3.0866707960000004,3.1189405362000002,REE,1280052
2005-08-15,3.100701118,3.1119253752,3.0810586670999998,3.0810586670999998,REE,1186956
2005-08-16,3.0726404744,3.1077162787,3.0515949914999996,3.100701118,REE,724032
2005-08-17,3.0586101527,3.0726404744,3.0445798302,3.0726404744,REE,1214444
2005-08-18,3.0894768604,3.0992980854,3.0614162164999996,3.0614162164999996,REE,1480828
2005-08-19,3.0950889888999997,3.0978950536000003,3.0600131847000003,3.0796556344,REE,1722796
2005-08-22,3.0726404744,3.0936859567000004,3.0614162164999996,3.0824616993,REE,527024
2005-08-23,3.0642222807999997,3.0824616993,3.0586101527,3.0670283455000003,REE,791756
2005-08-24,3.0726404744,3.0796556344,3.0558040881,3.0656253132,REE,1037624
2005-08-25,3.0670283455000003,3.0712374416,3.0347586051,3.0515949914999996,REE,609580
2005-08-26,3.0501919591,3.0726404744,3.0445798302,3.0670283455000003,REE,1127480
2005-08-29,3.0572071198,3.0572071198,3.003891897,3.0179222192000004,REE,521496
2005-08-30,3.0389677018,3.0712374416,3.0361616375,3.0572071198,REE,597028
2005-08-31,3.0684313776,3.0712374416,3.0347586051,3.0445798302,REE,1352172
2005-09-01,3.1049102144,3.1049102144,3.0642222807999997,3.0726404744,REE,1891960
2005-09-02,3.1526133082,3.1596284695,3.0796556344,3.0796556344,REE,1945172
2005-09-05,3.1890921447000005,3.2031224668,3.1385829865,3.1526133082,REE,1152016
2005-09-06,3.2171527886,3.2213618851,3.1792709193,3.1792709193,REE,2079140
2005-09-07,3.2157497564999997,3.2452134321,3.1904951768000003,3.2213618851,REE,1691764
2005-09-08,3.1848830485,3.2017194348,3.1764648553,3.1918982092,REE,1062368
2005-09-09,3.2255709819,3.2269740138,3.1736587911000003,3.1736587911000003,REE,773172
2005-09-12,3.2059285313,3.2620498189,3.1989133697,3.2620498189,REE,853800
2005-09-13,3.180673952,3.2129436917,3.1736587911000003,3.1890921447000005,REE,808744
2005-09-14,3.2171527886,3.2171527886,3.1736587911000003,3.1736587911000003,REE,1749396
2005-09-15,3.2129436917,3.2241679495,3.2003164027,3.2241679495,REE,845308
2005-09-16,3.2073315635000004,3.2241679495,3.2073315635000004,3.2241679495,REE,1951148
2005-09-19,3.2213618851,3.2241679495,3.1975103383,3.2101376277999996,REE,1371064
2005-09-20,3.2255709819,3.2255709819,3.2129436917,3.2213618851,REE,990412
2005-09-21,3.2129436917,3.2199588531,3.2031224668,3.2129436917,REE,702264
2005-09-22,3.2115406599000003,3.2339891751,3.1918982092,3.1918982092,REE,998672
2005-09-23,3.2241679495,3.2325861425999998,3.1961073061,3.2115406599000003,REE,764380
2005-09-26,3.2438104004,3.2438104004,3.2143467241000003,3.2143467241000003,REE,1634336
2005-09-27,3.2227649175,3.2396013036,3.2185558207,3.2311831105,REE,750904
2005-09-28,3.2339891751,3.2550346576,3.2213618851,3.2550346576,REE,1033936
2005-09-29,3.2816922692,3.3251862668000003,3.2283770458,3.2620498189,REE,4156380
2005-09-30,3.3322014275,3.3322014275,3.2943195589,3.2957225907999996,REE,2415568
2005-10-03,3.3111559447000003,3.3532469104000002,3.3041407842000003,3.3532469104000002,REE,1146164
2005-10-04,3.3392165885000002,3.3602620718000002,3.2971256230000003,3.3181711059,REE,2215592
2005-10-05,3.2901104622000004,3.3602620718000002,3.2873043977,3.3378135559,REE,1945080
2005-10-06,3.2971256230000003,3.2999316871,3.2452134321,3.2830953010000004,REE,2136064
2005-10-07,3.2550346576,3.3069468479000004,3.2480194968,3.2971256230000003,REE,2962104
2005-10-10,3.2844983335,3.2859013658,3.2550346576,3.2550346576,REE,957240
2005-10-11,3.2620498189,3.2985286556999998,3.2620498189,3.2985286556999998,REE,1455928
2005-10-12,3.2620498189,3.280289237,3.2480194968,3.2550346576,REE,2786552
2005-10-13,3.2199588531,3.2620498189,3.2129436917,3.2620498189,REE,1930972
2005-10-14,3.1918982092,3.2522285933,3.1498072443000003,3.2129436917,REE,4277768
2005-10-17,3.180673952,3.2017194348,3.1652405982,3.1918982092,REE,2924164
2005-10-18,3.1834800164,3.1989133697,3.1652405982,3.1989133697,REE,1444984
2005-10-19,3.0782526026999997,3.1764648553,3.0515949914999996,3.1764648553,REE,3718624
2005-10-20,3.0838647315,3.1063132462,3.0445798302,3.0445798302,REE,4007024
2005-10-21,3.0417737663,3.0894768604,3.0165191872,3.0656253132,REE,3066476
2005-10-24,3.1455981479000004,3.1455981479000004,3.0319525407,3.0319525407,REE,4773168
2005-10-25,3.0768495708,3.1778678879,3.0754465388,3.1470011795999997,REE,2967020
2005-10-26,3.0726404744,3.110522343,3.0600131847000003,3.0600131847000003,REE,1747892
2005-10-27,3.0656253132,3.0866707960000004,3.0291464767000003,3.0572071198,REE,1434336
2005-10-28,3.0852677637,3.0852677637,3.0291464767000003,3.0544010556,REE,2784416
2005-10-31,3.1217466007,3.1385829865,3.0908798928,3.1273587289999996,REE,2260412
2005-11-01,3.1133284072000005,3.1540163399,3.0978950536000003,3.110522343,REE,1148204
2005-11-02,3.1035071824,3.1273587289999996,3.0810586670999998,3.1035071824,REE,2419404
2005-11-03,3.1077162787,3.1147314394,3.0656253132,3.1147314394,REE,2220520
2005-11-04,3.1077162787,3.1161344713999997,3.0838647315,3.100701118,REE,1657276
2005-11-07,3.1217466007,3.1371799545,3.0866707960000004,3.0866707960000004,REE,1854804
2005-11-08,3.1035071824,3.1526133082,3.0964920211,3.1217466007,REE,2025320
2005-11-09,3.1259556973000002,3.1329708581999998,3.0936859567000004,3.0936859567000004,REE,607152
2005-11-10,3.1498072443000003,3.1820769842,3.1175375041000004,3.1427920827999998,REE,2176084
2005-11-11,3.2480194968,3.2508255611,3.1666436303,3.2003164027,REE,1533544
2005-11-14,3.2227649175,3.2508255611,3.2073315635000004,3.2213618851,REE,1209624
2005-11-15,3.2241679495,3.2438104004,3.2045254993,3.2283770458,REE,976368
